filename,y_test
/content/non_overlaped/img_0001.jpg,0
/content/non_overlaped/img_0002.jpg,0
/content/non_overlaped/img_0003.jpg,0
/content/non_overlaped/img_0004.jpg,0
/content/non_overlaped/img_0005.jpg,0
/content/non_overlaped/img_0006.jpg,0
/content/non_overlaped/img_0007.jpg,0
/content/non_overlaped/img_0008.jpg,0
/content/non_overlaped/img_0009.jpg,0
/content/non_overlaped/img_0010.jpg,0
/content/non_overlaped/img_0011.jpg,0
/content/non_overlaped/img_0012.jpg,0
/content/non_overlaped/img_0013.jpg,0
/content/non_overlaped/img_0014.jpg,0
/content/non_overlaped/img_0015.jpg,0
/content/non_overlaped/img_0016.jpg,0
/content/non_overlaped/img_0017.jpg,0
/content/non_overlaped/img_0018.jpg,0
/content/non_overlaped/img_0019.jpg,0
/content/non_overlaped/img_0020.jpg,0
/content/non_overlaped/img_0021.jpg,0
/content/non_overlaped/img_0022.jpg,0
/content/non_overlaped/img_0023.jpg,0
/content/non_overlaped/img_0024.jpg,0
/content/non_overlaped/img_0025.jpg,0
/content/non_overlaped/img_0026.jpg,0
/content/non_overlaped/img_0027.jpg,0
/content/non_overlaped/img_0028.jpg,0
/content/non_overlaped/img_0029.jpg,0
/content/non_overlaped/img_0030.jpg,0
/content/non_overlaped/img_0031.jpg,0
/content/non_overlaped/img_0032.jpg,0
/content/non_overlaped/img_0033.jpg,0
/content/non_overlaped/img_0034.jpg,0
/content/non_overlaped/img_0035.jpg,0
/content/non_overlaped/img_0036.jpg,0
/content/non_overlaped/img_0037.jpg,0
/content/non_overlaped/img_0038.jpg,0
/content/non_overlaped/img_0039.jpg,0
/content/non_overlaped/img_0040.jpg,0
/content/non_overlaped/img_0041.jpg,0
/content/non_overlaped/img_0042.jpg,0
/content/non_overlaped/img_0043.jpg,0
/content/non_overlaped/img_0044.jpg,0
/content/non_overlaped/img_0045.jpg,0
/content/non_overlaped/img_0046.jpg,0
/content/non_overlaped/img_0047.jpg,0
/content/non_overlaped/img_0048.jpg,0
/content/non_overlaped/img_0049.jpg,0
/content/non_overlaped/img_0050.jpg,0
/content/non_overlaped/img_0051.jpg,0
/content/non_overlaped/img_0052.jpg,0
/content/non_overlaped/img_0053.jpg,0
/content/non_overlaped/img_0054.jpg,0
/content/non_overlaped/img_0055.jpg,0
/content/non_overlaped/img_0056.jpg,0
/content/non_overlaped/img_0057.jpg,0
/content/non_overlaped/img_0058.jpg,0
/content/non_overlaped/img_0059.jpg,0
/content/non_overlaped/img_0060.jpg,0
/content/non_overlaped/img_0061.jpg,0
/content/non_overlaped/img_0062.jpg,0
/content/non_overlaped/img_0063.jpg,0
/content/non_overlaped/img_0064.jpg,0
/content/non_overlaped/img_0065.jpg,0
/content/non_overlaped/img_0066.jpg,0
/content/non_overlaped/img_0067.jpg,0
/content/non_overlaped/img_0068.jpg,0
/content/non_overlaped/img_0069.jpg,0
/content/non_overlaped/img_0070.jpg,0
/content/non_overlaped/img_0071.jpg,0
/content/non_overlaped/img_0072.jpg,0
/content/non_overlaped/img_0073.jpg,0
/content/non_overlaped/img_0074.jpg,0
/content/non_overlaped/img_0075.jpg,0
/content/non_overlaped/img_0076.jpg,0
/content/non_overlaped/img_0077.jpg,0
/content/non_overlaped/img_0078.jpg,0
/content/non_overlaped/img_0079.jpg,0
/content/non_overlaped/img_0080.jpg,0
/content/non_overlaped/img_0081.jpg,0
/content/non_overlaped/img_0082.jpg,0
/content/non_overlaped/img_0083.jpg,0
/content/non_overlaped/img_0084.jpg,0
/content/non_overlaped/img_0085.jpg,0
/content/non_overlaped/img_0086.jpg,0
/content/non_overlaped/img_0087.jpg,0
/content/non_overlaped/img_0088.jpg,0
/content/non_overlaped/img_0089.jpg,0
/content/non_overlaped/img_0090.jpg,0
/content/non_overlaped/img_0091.jpg,0
/content/non_overlaped/img_0092.jpg,0
/content/non_overlaped/img_0093.jpg,0
/content/non_overlaped/img_0094.jpg,0
/content/non_overlaped/img_0095.jpg,0
/content/non_overlaped/img_0096.jpg,0
/content/non_overlaped/img_0097.jpg,0
/content/non_overlaped/img_0098.jpg,0
/content/non_overlaped/img_0099.jpg,0
/content/non_overlaped/img_0100.jpg,0
/content/overlaped/img_0001.jpg,1
/content/overlaped/img_0002.jpg,1
/content/overlaped/img_0003.jpg,1
/content/overlaped/img_0004.jpg,1
/content/overlaped/img_0005.jpg,1
/content/overlaped/img_0006.jpg,1
/content/overlaped/img_0007.jpg,1
/content/overlaped/img_0008.jpg,1
/content/overlaped/img_0009.jpg,1
/content/overlaped/img_0010.jpg,1
/content/overlaped/img_0011.jpg,1
/content/overlaped/img_0012.jpg,1
/content/overlaped/img_0013.jpg,1
/content/overlaped/img_0014.jpg,1
/content/overlaped/img_0015.jpg,1
/content/overlaped/img_0016.jpg,1
/content/overlaped/img_0017.jpg,1
/content/overlaped/img_0018.jpg,1
/content/overlaped/img_0019.jpg,1
/content/overlaped/img_0020.jpg,1
/content/overlaped/img_0021.jpg,1
/content/overlaped/img_0022.jpg,1
/content/overlaped/img_0023.jpg,1
/content/overlaped/img_0024.jpg,1
/content/overlaped/img_0025.jpg,1
/content/overlaped/img_0026.jpg,1
/content/overlaped/img_0027.jpg,1
/content/overlaped/img_0028.jpg,1
/content/overlaped/img_0029.jpg,1
/content/overlaped/img_0030.jpg,1
/content/overlaped/img_0031.jpg,1
/content/overlaped/img_0032.jpg,1
/content/overlaped/img_0033.jpg,1
/content/overlaped/img_0034.jpg,1
/content/overlaped/img_0035.jpg,1
/content/overlaped/img_0036.jpg,1
/content/overlaped/img_0037.jpg,1
/content/overlaped/img_0038.jpg,1
/content/overlaped/img_0039.jpg,1
/content/overlaped/img_0040.jpg,1
/content/overlaped/img_0041.jpg,1
/content/overlaped/img_0042.jpg,1
/content/overlaped/img_0043.jpg,1
/content/overlaped/img_0044.jpg,1
/content/overlaped/img_0045.jpg,1
/content/overlaped/img_0046.jpg,1
/content/overlaped/img_0047.jpg,1
/content/overlaped/img_0048.jpg,1
/content/overlaped/img_0049.jpg,1
/content/overlaped/img_0050.jpg,1
/content/overlaped/img_0051.jpg,1
/content/overlaped/img_0052.jpg,1
/content/overlaped/img_0053.jpg,1
/content/overlaped/img_0054.jpg,1
/content/overlaped/img_0055.jpg,1
/content/overlaped/img_0056.jpg,1
/content/overlaped/img_0057.jpg,1
/content/overlaped/img_0058.jpg,1
/content/overlaped/img_0059.jpg,1
/content/overlaped/img_0060.jpg,1
/content/overlaped/img_0061.jpg,1
/content/overlaped/img_0062.jpg,1
/content/overlaped/img_0063.jpg,1
/content/overlaped/img_0064.jpg,1
/content/overlaped/img_0065.jpg,1
/content/overlaped/img_0066.jpg,1
/content/overlaped/img_0067.jpg,1
/content/overlaped/img_0068.jpg,1
/content/overlaped/img_0069.jpg,1
/content/overlaped/img_0070.jpg,1
/content/overlaped/img_0071.jpg,1
/content/overlaped/img_0072.jpg,1
/content/overlaped/img_0073.jpg,1
/content/overlaped/img_0074.jpg,1
/content/overlaped/img_0075.jpg,1
/content/overlaped/img_0076.jpg,1
/content/overlaped/img_0077.jpg,1
/content/overlaped/img_0078.jpg,1
/content/overlaped/img_0079.jpg,1
/content/overlaped/img_0080.jpg,1
/content/overlaped/img_0081.jpg,1
/content/overlaped/img_0082.jpg,1
/content/overlaped/img_0083.jpg,1
/content/overlaped/img_0084.jpg,1
/content/overlaped/img_0085.jpg,1
/content/overlaped/img_0086.jpg,1
/content/overlaped/img_0087.jpg,1
/content/overlaped/img_0088.jpg,1
/content/overlaped/img_0089.jpg,1
/content/overlaped/img_0090.jpg,1
/content/overlaped/img_0091.jpg,1
/content/overlaped/img_0092.jpg,1
/content/overlaped/img_0093.jpg,1
/content/overlaped/img_0094.jpg,1
/content/overlaped/img_0095.jpg,1
/content/overlaped/img_0096.jpg,1
/content/overlaped/img_0097.jpg,1
/content/overlaped/img_0098.jpg,1
/content/overlaped/img_0099.jpg,1
/content/overlaped/img_0100.jpg,1
